City,Latitude,Longitude,Weather Description,Temperature (°C),Perceived Temperature (°C),Humidity (%),Wind Speed (m/s),Timestamp
Orerokpe,5.63506,5.88956,moderate rain,32.07,36.35,57,2.26,2024-03-08 15:23:58
Ore,6.74569,4.87748,overcast clouds,33.41,38.42,54,3.47,2024-03-08 15:23:59
Opi,6.7814,7.4365,,,,,,2024-03-08 15:24:01
Onitsha,6.14543,6.78845,moderate rain,33.52,38,52,2.19,2024-03-08 15:24:07
Ondo State,7.16667,5.08333,,,,,,2024-03-08 15:26:45
Ondo,7.1,4.83333,,,,,,2024-03-08 15:28:58
Omuo-Ekiti,7.75833,5.72227,,,,,,2024-03-08 15:30:14
Omu-Aran,8.13333,5.1,overcast clouds,35.02,34.7,30,1.2,2024-03-08 15:30:48
Omoku,5.3435,6.65321,,,,,,2024-03-08 15:33:15
Olupona,7.6,4.18333,,,,,,2024-03-08 15:36:21
Okuta,9.21667,3.18333,broken clouds,39.51,38.15,18,0.75,2024-03-08 15:36:28
Okrika,4.74159,7.08488,overcast clouds,30.94,34.72,60,2.48,2024-03-08 15:36:29
Oko,6.2995,5.59383,light rain,29.16,33.68,73,2.46,2024-03-08 15:37:03
Okigwe,5.83523,7.35989,,,,,,2024-03-08 15:37:08
Oke Mesi,7.81667,4.91667,,,,,,2024-03-08 15:37:14
Okeho,8.03333,3.35,scattered clouds,37.04,36.49,25,0.62,2024-03-08 15:37:32
Ohunene,7.46614,6.66587,overcast clouds,34.45,38.35,47,3.44,2024-03-08 15:37:38
Ohafia-Ifigh,5.61455,7.81191,overcast clouds,28.56,32.12,72,1.19,2024-03-08 15:37:44
Ogwashi-Uku,6.17818,6.52429,light rain,31.33,34.78,57,1.88,2024-03-08 15:37:46
Oguta,5.7089,6.81026,overcast clouds,31.84,36.13,58,2.17,2024-03-08 15:37:48
Ogurugu,6.78558,6.95053,light rain,33.33,37.58,52,2.17,2024-03-08 15:37:50
Ogun State,7.0,3.58333,broken clouds,35.29,38.74,43,4.05,2024-03-08 15:37:51
Ogoja,6.65471,8.79764,broken clouds,32.68,35.93,51,4.57,2024-03-08 15:37:53
Ogbomoso,8.13333,4.26667,broken clouds,37.24,37.03,26,1.44,2024-03-08 15:37:54
Ogaminana,7.59464,6.22476,overcast clouds,33.54,36.79,48,2.69,2024-03-08 15:37:55
Offa,8.15,4.71667,broken clouds,36.39,36.03,27,2.25,2024-03-08 15:37:56
Ode,7.7899,5.7117,moderate rain,26.6,26.6,70,1.63,2024-03-08 15:37:57
Ochobo,7.183,7.9769,broken clouds,34.97,38.43,44,3.77,2024-03-08 15:37:58
Obudu,6.66737,9.17157,scattered clouds,32.06,34.47,50,3.86,2024-03-08 15:37:59
Obubra,6.07525,8.32904,overcast clouds,29.18,32.74,68,2.04,2024-03-08 15:38:00
Obonoma,4.70844,6.79307,overcast clouds,30.8,34.67,61,2.71,2024-03-08 15:38:02
Obolo-Eke (1),6.88333,7.63333,overcast clouds,31.71,34.79,54,2.93,2024-03-08 15:38:03
Obiaruku,5.84671,6.15257,light rain,31.87,36.48,59,2.15,2024-03-08 15:38:04
Numan,9.46667,12.03333,broken clouds,42.47,41.44,16,2.48,2024-03-08 15:38:05
Nsukka,6.8561,7.3927,overcast clouds,30.17,32.36,56,2.79,2024-03-08 15:38:06
Nnewi,6.01986,6.91478,light rain,31.12,34.85,59,2.3,2024-03-08 15:38:06
Nkwerre,5.75555,7.10627,overcast clouds,28.73,31.81,68,2.13,2024-03-08 15:38:08
Nkpor,6.15164,6.84458,light rain,31.98,35.33,54,1.93,2024-03-08 15:38:09
Niger State,10.0,6.0,overcast clouds,41.77,40.18,15,1.86,2024-03-08 15:38:09
Federal Republic of Nigeria,10.0,8.0,scattered clouds,35.81,34.27,22,1.51,2024-03-08 15:38:11
Nguru,12.8791,10.4526,scattered clouds,41.6,38.83,11,3.72,2024-03-08 15:38:11
Ngurore,9.28333,12.23333,broken clouds,42.57,40.84,14,2.01,2024-03-08 15:38:12
Ngala,12.33772,14.18052,overcast clouds,40.24,37.05,9,1.56,2024-03-08 15:38:13
New Shagunnu,10.33957,4.4688,overcast clouds,35.98,35.89,29,2.72,2024-03-08 15:38:14
Nasarawa,8.52944,7.72417,light rain,31.75,34.87,54,3.61,2024-03-08 15:38:15
Nafada,11.0956,11.3327,scattered clouds,41.15,39.4,15,4.43,2024-03-08 15:38:15
Mutum Biyu,8.63333,10.76667,scattered clouds,40.16,40.98,24,3.33,2024-03-08 15:38:16
Musawa,12.12717,7.6698,overcast clouds,38.81,35.61,8,4.88,2024-03-08 15:38:17
Mubi,10.26761,13.26436,clear sky,39.66,36.25,7,4.19,2024-03-08 15:38:18
Moriki,12.87405,6.48754,scattered clouds,40.85,36.99,5,4.59,2024-03-08 15:38:18
Monguno,12.67863,13.60792,few clouds,39.03,36.51,13,3.64,2024-03-08 15:38:19
Mokwa,9.28333,5.05,scattered clouds,41.91,41.05,17,1.94,2024-03-08 15:38:20
Modakeke,7.38333,4.26667,light rain,29.27,32.19,64,3.33,2024-03-08 15:38:21
Misau,11.3163,10.4703,broken clouds,40.53,37.92,12,1.27,2024-03-08 15:38:22
Miringa,10.73115,12.14626,broken clouds,37.94,36.37,19,2.17,2024-03-08 15:38:23
Minna,9.61389,6.55694,scattered clouds,40.19,39.65,20,1.47,2024-03-08 15:38:24
Imeko,7.45,2.85,scattered clouds,37.44,37.89,28,1.32,2024-03-08 15:38:25
Mayo-Belwa,9.05,12.05,scattered clouds,42.05,40.2,14,2.16,2024-03-08 15:38:26
Machina,13.13639,10.04924,scattered clouds,40.93,38.13,11,3.78,2024-03-08 15:38:27
Mashi,12.97844,7.95293,broken clouds,39.92,36.61,8,3.84,2024-03-08 15:38:30
Maru,12.33417,6.40569,overcast clouds,40.39,36.74,6,5,2024-03-08 15:38:31
Marte,12.36113,13.8246,scattered clouds,40.64,37.43,9,3.36,2024-03-08 15:38:32
Mando,10.71667,6.56667,scattered clouds,39.94,37.5,13,2.34,2024-03-08 15:38:33
Malumfashi,11.78529,7.62175,overcast clouds,38.5,35.34,8,5.21,2024-03-08 15:38:34
Mallammaduri,12.565,9.95729,scattered clouds,41.14,38.34,11,2.18,2024-03-08 15:38:34
Makurdi,7.7411,8.5121,scattered clouds,36.66,40.12,39,4.54,2024-03-08 15:38:35
Maiyama,12.08411,4.36766,overcast clouds,41.02,37.12,5,3.49,2024-03-08 15:38:36
Maitama,9.10306,7.49444,light rain,31.89,33.06,45,0.26,2024-03-08 15:38:37
Maiduguri,11.84644,13.16027,clear sky,41.61,38.84,11,2.47,2024-03-08 15:38:37
Mahuta,11.55254,4.98436,light rain,26.18,26.18,86,0.83,2024-03-08 15:38:38
Magumeri,12.1131,12.8274,clear sky,41.36,38.58,11,1.6,2024-03-08 15:38:39
Madara,11.7798,10.4479,broken clouds,40.97,37.95,10,1.22,2024-03-08 15:38:40
Madala,9.10444,7.21333,overcast clouds,37.04,36.99,27,0.72,2024-03-08 15:38:41
Madagali,10.89018,13.63121,few clouds,39.94,36.37,6,4.03,2024-03-08 15:38:42
Lokoja,7.80236,6.743,broken clouds,35.93,40.09,43,4.79,2024-03-08 15:38:42
Lere,10.38697,8.57262,broken clouds,34.86,33.57,25,2.39,2024-03-08 15:38:44
Lere,9.70889,9.33833,broken clouds,34.86,33.57,25,2.39,2024-03-08 15:38:44
Lau,9.21667,11.28333,clear sky,42.98,42.54,17,1.11,2024-03-08 15:38:45
Lapai,9.05,6.56667,broken clouds,40.16,40.26,22,2.62,2024-03-08 15:38:46
Langtang,9.13333,9.78333,scattered clouds,38.45,39.21,27,4.4,2024-03-08 15:38:47
Lame,10.44154,9.23955,overcast clouds,36.43,34.54,19,3.01,2024-03-08 15:38:47
Lalupon,7.46667,4.06667,light rain,33.1,35.38,46,2.88,2024-03-08 15:38:48
Lagos State,6.58333,3.75,broken clouds,32.32,37.21,58,4.56,2024-03-08 15:38:49
Lagos,6.45306,3.39583,light rain,32.06,36.33,57,3.83,2024-03-08 15:38:50
Lafiagi,8.86667,5.41667,scattered clouds,41.69,41.47,19,0.85,2024-03-08 15:38:51
Lafia,8.48333,8.51667,broken clouds,36.91,39.88,37,5.42,2024-03-08 15:38:52
Kwolla,8.93333,9.28333,moderate rain,28.5,30.21,60,5.84,2024-03-08 15:38:52
Kwatarkwashi,12.14082,6.82196,overcast clouds,39.47,36.09,7,4.59,2024-03-08 15:38:53
Kwara State,8.5,5.0,overcast clouds,38.81,37.99,21,2.26,2024-03-08 15:38:54
Kwali,8.86722,7.005,light rain,37.22,38.74,32,3.06,2024-03-08 15:38:54
Kwale,5.70632,6.43741,overcast clouds,33.36,37.65,52,1.99,2024-03-08 15:38:55
Kuyi,9.66667,6.45,few clouds,40.81,40.21,19,1.25,2024-03-08 15:38:56
Kuta,9.86667,6.71667,light rain,25.56,26.63,94,4.63,2024-03-08 15:38:57
Kusheriki,10.53283,6.44222,scattered clouds,39.5,37.42,15,2.3,2024-03-08 15:38:59
Kura,11.76969,8.43033,broken clouds,40.46,38.07,13,1.79,2024-03-08 15:39:00
Kumo,10.04469,11.21217,scattered clouds,38.66,37.78,21,2.76,2024-03-08 15:39:01
Kumagunnam,13.15514,10.63423,few clouds,41.52,38.5,10,2.59,2024-03-08 15:39:03
Kukawa,12.92342,13.56058,scattered clouds,39.9,36.89,10,4.91,2024-03-08 15:39:04
Kujama,10.45418,7.63678,broken clouds,36.81,34.99,19,2.17,2024-03-08 15:39:05
Koton-Karfe,8.1,6.8,overcast clouds,34.83,38.14,44,3.55,2024-03-08 15:39:07
Kontagora,10.39989,5.46949,overcast clouds,39.75,37.5,14,2.43,2024-03-08 15:39:07
Konkwesso,10.84686,4.09835,scattered clouds,41.39,37.57,6,3.19,2024-03-08 15:39:09
Konduga,11.65583,13.42133,few clouds,41.92,38.21,7,2.94,2024-03-08 15:39:09
Kisi,9.08333,3.85,,,,,,2024-03-08 15:39:11
Kibiya,11.52629,8.66227,overcast clouds,40.22,37.81,13,2.12,2024-03-08 15:39:11
Ketu Adieowe,6.6,3.06667,broken clouds,32.83,37.12,54,5.28,2024-03-08 15:39:12
Kende,11.51966,4.2603,broken clouds,41.34,37.37,5,3.4,2024-03-08 15:39:13
Kafin Hausa,12.23753,9.90798,scattered clouds,41.15,38.35,11,2.22,2024-03-08 15:39:14
Keffi,8.84861,7.87361,light rain,34.28,36.19,41,3.68,2024-03-08 15:39:15
Kazaure,12.65131,8.41615,broken clouds,40.65,37.44,9,4.1,2024-03-08 15:39:15
Kaura Namoda,12.58979,6.57791,broken clouds,40.47,36.81,6,4.94,2024-03-08 15:39:16
Katsina State,12.25,7.5,overcast clouds,38.8,35.6,8,2.78,2024-03-08 15:39:17
Katsina-Ala,7.16667,9.28333,scattered clouds,34.22,36.64,43,6.12,2024-03-08 15:39:18
Katsina,12.98943,7.60063,overcast clouds,39.52,36.25,8,3.66,2024-03-08 15:39:19
Katagum,12.2867,10.3527,few clouds,41.49,38.47,10,1.38,2024-03-08 15:39:20
Kari,11.2471,10.561,broken clouds,40.67,38.07,12,1.28,2024-03-08 15:39:22
Kano State,11.5,8.5,overcast clouds,40.01,37.79,14,2.56,2024-03-08 15:39:23
Kano,12.00012,8.51672,broken clouds,40.41,38.02,13,0.1,2024-03-08 15:39:25
Kankara,11.93016,7.41267,overcast clouds,38.49,35.33,8,3.95,2024-03-08 15:39:26
Kamba,11.84864,3.65761,overcast clouds,41.4,37.42,5,2.44,2024-03-08 15:39:27
Kaltungo,9.81417,11.30889,scattered clouds,38.64,37.5,20,2.19,2024-03-08 15:39:28
Kajuru,10.31921,7.68924,broken clouds,36.09,34.45,21,1.9,2024-03-08 15:39:29
Kajul,10.03176,7.9981,broken clouds,35.68,34.11,22,1.56,2024-03-08 15:39:30
Kangiwa,12.55208,3.81867,few clouds,41.31,37.35,5,4.17,2024-03-08 15:39:30
Kaiama,9.6225,3.94806,broken clouds,40.65,38.53,14,2.04,2024-03-08 15:39:32
Kagoro,9.6,8.38333,light rain,28.07,28.53,50,1.56,2024-03-08 15:39:34
Kafarati,10.38304,11.09567,scattered clouds,38.54,37.14,19,4.45,2024-03-08 15:39:37
Kafanchan,9.58333,8.3,light rain,29.7,29.93,45,3.47,2024-03-08 15:39:38
Kaduna State,10.33333,7.75,broken clouds,36.12,34.49,21,1.94,2024-03-08 15:39:38
Kaduna,10.52224,7.43828,broken clouds,37.72,35.91,18,2.33,2024-03-08 15:39:39
Kachia,9.86667,7.95,broken clouds,34.51,33.45,27,2.17,2024-03-08 15:39:40
Kabba,7.82873,6.0731,moderate rain,29.06,31.29,61,1.77,2024-03-08 15:39:41
Jos,9.91667,8.9,overcast clouds,27.89,27.5,39,2.53,2024-03-08 15:39:41
Jimeta,9.28333,12.46667,broken clouds,42.86,40.84,13,1.99,2024-03-08 15:39:42
Jikamshi,12.17328,7.77424,overcast clouds,39.1,35.87,8,5.59,2024-03-08 15:39:43
Jibia,13.09778,7.2225,broken clouds,40.56,36.88,6,4.27,2024-03-08 15:39:44
Jega,12.2175,4.37917,overcast clouds,41.29,37.33,5,3.33,2024-03-08 15:39:45
Jebba,9.13333,4.83333,scattered clouds,42.19,41.43,17,1.02,2024-03-08 15:39:46
Jalingo,8.88333,11.36667,broken clouds,39.44,39.49,23,1.32,2024-03-08 15:39:46
Lajere,11.97969,11.44426,scattered clouds,41.51,38.99,12,3.86,2024-03-08 15:39:47
Jagun Elesin,7.35472,3.98333,light rain,32.36,35.3,51,2.68,2024-03-08 15:39:48
Iwo,7.63333,4.18333,broken clouds,33.82,35.63,42,2.23,2024-03-08 15:39:49
Itu,5.2004,7.98475,overcast clouds,29.51,31.92,60,2.38,2024-03-08 15:39:49
Isieke,6.37831,8.03524,light rain,30.66,34.37,61,2.62,2024-03-08 15:39:50
Iseyin,7.96667,3.6,scattered clouds,36.74,36.54,27,0.93,2024-03-08 15:42:12
Ise-Ekiti,7.4632,5.4281,light rain,29.58,32.42,62,0.32,2024-03-08 15:42:14
Isara,6.99281,3.68185,broken clouds,35.14,38.44,43,4.16,2024-03-08 15:42:15
Isanlu-Itedoijowa,8.26667,5.83333,light rain,34.92,35.45,34,2.57,2024-03-08 15:42:16
Ipoti,7.87377,5.07692,light rain,28.87,30.12,55,2.8,2024-03-08 15:42:17
Iperu,6.91002,3.66557,broken clouds,33.9,37.53,48,4.16,2024-03-08 15:42:18
Inisa,7.85,4.33333,broken clouds,35.26,35.51,32,1.84,2024-03-08 15:42:18
Imo State,5.5,7.16667,overcast clouds,29.54,33.11,66,1.51,2024-03-08 15:42:26
Ilorin,8.5,4.55,broken clouds,39.55,39.04,21,0.88,2024-03-08 15:44:53
Ilobu,7.83333,4.48333,broken clouds,35.69,36.18,32,2.04,2024-03-08 15:45:05
Illushi,6.6667,6.63076,light rain,32.9,37.27,54,1.68,2024-03-08 15:45:15
Illela,13.72918,5.29752,few clouds,41.29,37.49,6,5.25,2024-03-08 15:45:17
Ilesa,7.61667,4.73333,moderate rain,28.9,31.17,62,2.82,2024-03-08 15:45:25
Ilaro,6.88653,3.0205,broken clouds,35.78,38.71,40,4.45,2024-03-08 15:45:27
Ilare,7.35067,5.11333,moderate rain,30.29,33.61,61,2.14,2024-03-08 15:45:28
Ila Orangun,8.01667,4.9,overcast clouds,34.13,34.03,33,2.16,2024-03-08 15:45:29
Ikot Ekpene,5.17938,7.71082,overcast clouds,28.58,32.68,75,1.3,2024-03-08 15:48:57
Ikom,5.96669,8.70632,,,,,,2024-03-08 15:49:38
Ikirun,7.91667,4.66667,light rain,34.16,34.96,37,1.9,2024-03-08 15:49:44
Ikire,7.35,4.18333,light rain,29.88,33,62,2.79,2024-03-08 15:50:12
Ikere-Ekiti,7.49133,5.23225,light rain,30.62,33.39,57,1.26,2024-03-08 15:50:13
Ikem,6.77903,7.71685,overcast clouds,32.07,35.79,55,3,2024-03-08 15:50:47
Ikeja,6.59422,3.33748,broken clouds,31.63,36.22,60,5.3,2024-03-08 15:51:03
Ikang,4.78978,8.5316,overcast clouds,30.14,35.63,71,0.7,2024-03-08 15:51:04
Ijero-Ekiti,7.8139,5.0742,moderate rain,27.68,29.5,65,3.22,2024-03-08 15:51:06
Ijebu-Ode,6.81609,3.91588,broken clouds,34.14,38.03,48,4.21,2024-03-08 15:51:10
Ijebu-Jesa,7.68333,4.81667,moderate rain,28.42,30.62,64,3.02,2024-03-08 15:51:14
Ijebu-Igbo,6.9798,4.00329,broken clouds,35.24,38.64,43,3.33,2024-03-08 15:51:16
Ijebu-Ife,6.77837,4.03386,broken clouds,34.6,38.33,46,4.21,2024-03-08 15:51:23
Iho,5.56667,7.1,overcast clouds,29.35,32.72,66,1.35,2024-03-08 15:51:28
Ihiala,5.85377,6.86026,light rain,30.97,34.54,59,2.28,2024-03-08 15:53:39
Igede-Ekiti,7.66676,5.13205,moderate rain,26.3,26.3,69,2.16,2024-03-08 15:53:41
Igbo-Ukwu,6.01669,7.02654,overcast clouds,28.92,31.36,63,2.73,2024-03-08 15:53:42
Igbor,7.4527,8.6098,scattered clouds,35.15,37.5,40,4.26,2024-03-08 15:53:44
Igbo-Ora,7.43333,3.28333,scattered clouds,37.12,37.95,30,1.73,2024-03-08 15:55:57
Igboho,8.83333,3.75,few clouds,40.02,38.54,17,0.63,2024-03-08 15:58:12
Igbeti,8.75,4.13333,few clouds,40.51,39.47,18,0.17,2024-03-08 15:58:12
Igbara-Odo,7.50251,5.06258,moderate rain,27.05,29.29,74,2.21,2024-03-08 15:58:13
Igarra,7.2827,6.0878,broken clouds,33.4,36.51,48,3.81,2024-03-08 15:58:14
Igabi,10.78887,7.77493,overcast clouds,38.23,36.33,17,2.19,2024-03-08 15:58:15
Ifon,6.92412,5.77603,overcast clouds,32.25,36.17,55,4.47,2024-03-08 16:00:29
Ifo,6.81437,3.19575,scattered clouds,37.11,39.91,36,4.04,2024-03-08 16:00:30
Ifira,10.70113,7.29455,overcast clouds,38.31,36.06,15,2.38,2024-03-08 16:00:31
Ile-Ife,7.46667,4.56667,light rain,29.87,32.78,61,3.14,2024-03-08 16:00:32
Ifaki,7.78942,5.24852,light rain,28.6,29.98,57,2.53,2024-03-08 16:00:33
Idiroko,6.63333,2.73333,broken clouds,34.91,38.99,46,5.99,2024-03-08 16:00:34
Idanre,7.1127,5.1159,light rain,31.47,34.57,55,3.09,2024-03-08 16:00:35
Idah,7.10651,6.73415,broken clouds,35.39,39.66,45,3.56,2024-03-08 16:00:36
Icheu,7.7067,6.7718,broken clouds,36.06,40.37,43,4.68,2024-03-08 16:00:37
Ibi,8.18333,9.75,broken clouds,13.72,12.48,51,8.62,2024-03-08 16:00:37
Ibeto,10.48536,5.14502,broken clouds,39.83,37.38,13,1.69,2024-03-08 16:00:38
Ibadan,7.38778,3.89639,light rain,34.23,36.38,42,2.11,2024-03-08 16:00:39
Hunkuyi,11.26676,7.65118,overcast clouds,38.24,35.2,9,6.01,2024-03-08 16:00:40
Holma,9.90083,13.05667,scattered clouds,40.28,36.93,8,2.9,2024-03-08 16:00:41
Hinna,10.30426,11.49905,few clouds,40.8,39.87,18,1.67,2024-03-08 16:00:42
Heipang,9.63333,8.88333,overcast clouds,24.76,24.62,51,3.09,2024-03-08 16:00:43
Hadejia,12.4498,10.0444,few clouds,41.18,38.39,11,2,2024-03-08 16:00:44
Gwoza,11.10359,13.71298,scattered clouds,40.67,36.98,6,4.22,2024-03-08 16:02:57
Gwio Kura,12.6753,11.0682,overcast clouds,41.61,38.14,8,2.26,2024-03-08 16:02:58
Gwasero,9.48333,3.5,scattered clouds,40.8,38.98,15,1.17,2024-03-08 16:02:59
Gwarzo,11.91521,7.9346,overcast clouds,39.31,36.32,10,5.58,2024-03-08 16:03:00
Gwaram,11.27639,9.88583,broken clouds,40.68,38.09,12,1.82,2024-03-08 16:03:01
Gwaram,10.23295,10.28572,broken clouds,40.68,38.09,12,1.82,2024-03-08 16:03:01
Gwandu,12.49382,4.64227,broken clouds,41.08,37.17,5,3.61,2024-03-08 16:03:02
Gwadabawa,13.35612,5.23664,scattered clouds,41.35,37.54,6,4.9,2024-03-08 16:03:03
Gusau,12.16278,6.66135,overcast clouds,39.68,36.16,6,4.85,2024-03-08 16:03:03
Gummi,12.14358,5.10809,scattered clouds,41.58,37.56,5,3.97,2024-03-08 16:03:04
Gumel,12.62791,9.39119,overcast clouds,40.93,38.13,11,2.55,2024-03-08 16:03:05
Gulma,12.64231,4.35545,broken clouds,41.53,37.52,5,3.98,2024-03-08 16:03:06
Gujba,11.5032,11.9367,few clouds,40.2,38.51,16,3.41,2024-03-08 16:04:16
Goronyo,13.44232,5.67632,broken clouds,41.45,37.46,5,4.18,2024-03-08 16:04:36
Gorgoram,12.6398,10.7039,scattered clouds,41.71,38.46,9,1.64,2024-03-08 16:04:44
Gora,11.91294,7.6653,clear sky,7.37,4.57,45,4.4,2024-03-08 16:04:48
Goniri,11.48333,12.31444,few clouds,40.66,38.54,14,3.08,2024-03-08 16:04:51
Gombi,10.16138,12.7399,clear sky,39.9,37.25,12,1.72,2024-03-08 16:04:57
Gombe,10.28969,11.16729,few clouds,38.6,37.45,20,2.71,2024-03-08 16:05:04
Gidan Sarkin Gardi,12.07433,6.405,overcast clouds,39.83,36.28,6,4.76,2024-03-08 16:05:05
Gembu,6.7,11.26667,overcast clouds,27.08,27.08,43,2.22,2024-03-08 16:05:11
Geidam,12.897,11.9304,broken clouds,41.37,38.13,9,1.78,2024-03-08 16:05:39
Gbongan,7.46667,4.35,light rain,30.48,33.55,59,4.13,2024-03-08 16:06:07
Gaya,11.86136,8.99714,haze,18.95,18.44,59,0,2024-03-08 16:06:29
Gassol,8.53333,10.46667,broken clouds,39.21,40.49,27,3.24,2024-03-08 16:06:43
Gashua,12.871,11.0482,broken clouds,41.54,38.08,8,1.75,2024-03-08 16:06:45
Garko,10.17506,11.16458,few clouds,38.45,37.49,21,2.11,2024-03-08 16:06:47
Ganye,8.43333,12.06667,scattered clouds,39.43,37.8,17,0.78,2024-03-08 16:06:48
Gandi,12.96358,5.74337,broken clouds,41.16,37.23,5,3.95,2024-03-08 16:06:49
Gamboru,12.37066,14.21731,overcast clouds,39.81,36.81,10,1.09,2024-03-08 16:09:01
Gamawa,12.1343,10.5396,few clouds,41.41,38.17,9,1.79,2024-03-08 16:09:03
Gakem,6.76578,8.98813,broken clouds,32.96,35.65,48,5.74,2024-03-08 16:09:05
Gagarawa,12.40741,9.5277,,,,,,2024-03-08 16:11:50
Gabarin,11.1093,10.4441,broken clouds,40.46,37.85,12,1.84,2024-03-08 16:12:15
Funtua,11.52325,7.30813,overcast clouds,37.74,34.67,8,5.14,2024-03-08 16:12:18
Fili,8.43333,4.5,overcast clouds,-0.74,-5.45,88,4.37,2024-03-08 16:12:20
Fiditi,7.71361,3.91722,broken clouds,36.04,36.22,30,0.92,2024-03-08 16:12:21
Ezza-Ohu,6.4373,8.0862,light rain,30.82,34.47,60,2.77,2024-03-08 16:12:23
Eyamba Town,4.44253,7.16747,light rain,29.6,33.87,69,2.28,2024-03-08 16:12:25
Etinan,4.84262,7.85252,overcast clouds,28.23,32.51,79,1.25,2024-03-08 16:12:27
Ete,7.05,7.45,light rain,31.35,34.33,55,3.05,2024-03-08 16:15:05
Esuk Oron,4.80293,8.25341,overcast clouds,30.45,35.38,67,0.97,2024-03-08 16:15:19
Epe,6.58412,3.98336,broken clouds,32.98,37.77,55,5.13,2024-03-08 16:15:41
Enugu-Ukwu,6.17851,7.01156,overcast clouds,31.61,34.85,55,2.15,2024-03-08 16:17:55
Enugu-Ezike,6.9825,7.457,light rain,30.63,33.19,56,2.96,2024-03-08 16:17:56
Enugu,6.4402,7.4943,overcast clouds,30.02,33.07,61,2.05,2024-03-08 16:17:58
Emure-Ekiti,7.43614,5.45932,light rain,29.54,32.53,63,0.54,2024-03-08 16:17:59
Emene,6.4762,7.5851,overcast clouds,30.44,33.91,61,1.94,2024-03-08 16:18:00
Emagiti,9.06667,6.03333,broken clouds,40.48,40.06,20,1.29,2024-03-08 16:18:01
Elelem,5.26566,7.14768,overcast clouds,29.95,34.22,67,1.73,2024-03-08 16:18:03
Elele,5.1009,6.81411,light rain,30.87,35.32,63,1.91,2024-03-08 16:18:06
Ekpoma,6.74206,6.139,light rain,31.38,34.16,54,2.78,2024-03-08 16:18:07
Eket,4.64122,7.92092,overcast clouds,28.8,33.21,75,2.4,2024-03-08 16:18:09
